id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1215989234772766720,https://twitter.com/Pontifex/status/1215989234772766720,Sat Jan 11 13:30:00 +0000 2020,2020-01-11 13:30:00+00:00,Pontifex,"In worship, we make it possible for the Lord to transform us by His love, to kindle light amid our darkness, to grant us strength in weakness and courage amid trials.",original,,,,,15571,,,,en,,,2751,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1215974135999762433,https://twitter.com/Pontifex/status/1215974135999762433,Sat Jan 11 12:30:00 +0000 2020,2020-01-11 12:30:00+00:00,Pontifex,"Worship means going to Jesus without a list of petitions, but with one request alone: to abide with Him.  In worship, we allow Jesus to heal and change us.",original,,,,,25806,,,,en,,,4573,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1215611748767739905,https://twitter.com/Pontifex/status/1215611748767739905,Fri Jan 10 12:30:00 +0000 2020,2020-01-10 12:30:00+00:00,Pontifex,"Worship means bending low before the Most High and to discover in His presence that life’s greatness does not consist in having, but in loving.",original,,,,,19672,,,,en,,,3587,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1215596649160105990,https://twitter.com/Pontifex/status/1215596649160105990,Fri Jan 10 11:30:00 +0000 2020,2020-01-10 11:30:00+00:00,Pontifex,"In worship, we learn to reject what should not be worshiped: the god of money, the god of consumerism, the god of pleasure, the god of success, the god of self.",original,,,,,28578,,,,en,,,5281,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1215249360595742730,https://twitter.com/Pontifex/status/1215249360595742730,Thu Jan 09 12:30:00 +0000 2020,2020-01-09 12:30:00+00:00,Pontifex,Hope is not utopian and peace is a good that can always be attained. https://t.co/RQSL5qc1r8,original,,,,http://w2.vatican.va/content/francesco/en/speeches/2020/january/documents/papa-francesco_20200109_corpo-diplomatico.html,11405,,,,en,,False,1881,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1215227899890085889,https://twitter.com/Pontifex/status/1215227899890085889,Thu Jan 09 11:04:43 +0000 2020,2020-01-09 11:04:43+00:00,Pontifex,"If we have no peace in our hearts, how can we think there will be peace in the world?  Let's try to remain in the Lord, and the way to do so is to love, and to love in little things. #HomilySantaMarta",original,,HomilySantaMarta,,,31297,,,,en,,,6422,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1214886972847603712,https://twitter.com/Pontifex/status/1214886972847603712,Wed Jan 08 12:30:00 +0000 2020,2020-01-08 12:30:00+00:00,Pontifex,"Worship means bringing our lives to the Lord, and allowing Him enter into them. It means letting His consolation come down to earth, and letting ourselves be pervaded by His tender love.",original,,,,,21025,,,,en,,,3698,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1214871873210609665,https://twitter.com/Pontifex/status/1214871873210609665,Wed Jan 08 11:30:00 +0000 2020,2020-01-08 11:30:00+00:00,Pontifex,"Worship involves making an exodus from the greatest form of bondage: slavery to oneself. Worship means putting the Lord at the centre, not ourselves.",original,,,,,23966,,,,en,,,3986,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1214505750615248897,https://twitter.com/Pontifex/status/1214505750615248897,Tue Jan 07 11:15:10 +0000 2020,2020-01-07 11:15:10+00:00,Pontifex,"So many people live without knowing what goes on in their hearts. We ask for the grace to remain in the Lord and to distinguish the Spirit of God from the spirit of the world, so that our heart may be the meeting point between God and us. #HomilySantaMarta",original,,HomilySantaMarta,,,22628,,,,en,,,4261,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
1214494385347289088,https://twitter.com/Pontifex/status/1214494385347289088,Tue Jan 07 10:30:00 +0000 2020,2020-01-07 10:30:00+00:00,Pontifex,"I address a special thought to the brothers of the Eastern Churches, Catholic and Orthodox, who today celebrate the Lord's Christmas. To all I wish the light and peace of Christ the Saviour.",original,,,,,22990,,,,en,,,3110,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",500704345,Thu Feb 23 11:38:07 +0000 2012,False,Welcome to the official Twitter page of His Holiness Pope Francis,0,18173817,8,26331,Vatican City,Pope Francis,2302,,http://www.vaticannews.va,True
