id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
1216157271924924416,https://twitter.com/AOC/status/1216157271924924416,Sun Jan 12 00:37:43 +0000 2020,2020-01-12 00:37:43+00:00,AOC,"The Dow soars, wages don’t.

Inequality in a nutshell. https://t.co/hD1g1y4uBk",quote,,,,https://twitter.com/nbcnews/status/1215660447816474624,26657,,,,en,,False,4975,1215660447816474624,NBCNews,14173315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1216115311977562112,https://twitter.com/AOC/status/1216115311977562112,Sat Jan 11 21:50:59 +0000 2020,2020-01-11 21:50:59+00:00,AOC,"The rumors are true. Today we’re announcing the Courage to Change PAC - and we need your help.

We are pushing the envelope in DC by rewarding those who reject lobbyist money, fight for working families,&amp; welcome newcomers.

Change takes courage. Let’s go: https://t.co/F01JmYaR7w",original,,,,https://secure.actblue.com/donate/aoc-dccc-social?refcode=social202,22611,,,,en,,False,4157,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215765218409754624,https://twitter.com/AOC/status/1215765218409754624,Fri Jan 10 22:39:50 +0000 2020,2020-01-10 22:39:50+00:00,AOC,Trump’s “imminent threat” is the new “WMD”: there’s no evidence given for either.,original,,,,,102474,,,,en,,,17064,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215762698195079168,https://twitter.com/AOC/status/1215762698195079168,Fri Jan 10 22:29:49 +0000 2020,2020-01-10 22:29:49+00:00,AOC,"RT @lsussan: Today’s the deadline to apply for @mvmtschool, a professional development program founded by fellow @AOC organizers to teach p…",retweet,,,,,0,,,,en,,,217,1215730498405896193,lsussan,17716024,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215733808043085826,https://twitter.com/AOC/status/1215733808043085826,Fri Jan 10 20:35:01 +0000 2020,2020-01-10 20:35:01+00:00,AOC,"I’m also not the only one.

Expanding a House majority is critical, which is why I regularly (and happily) fundraise sizeable amounts for fellow members.

I also believe that a Dem majority should be transformative, which is why I give strategically. Seems fair, no?",reply,,,,,30225,AOC,1215730737900638208,138203134,en,,,2638,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215730737900638208,https://twitter.com/AOC/status/1215730737900638208,Fri Jan 10 20:22:49 +0000 2020,2020-01-10 20:22:49+00:00,AOC,"I give quite a bit to fellow Dems - we’ve fundraised over $300,000 for others (more than my “dues”), w/ over 50% going to swing seats.

DCCC made clear that they will blacklist any org that helps progressive candidates like me. I can choose not to fund that kind of exclusion. https://t.co/qqwdwPAqek",quote,,,,https://twitter.com/marisa_schultz/status/1215652173683531776,76891,,,,en,,False,13247,1215652173683531776,marisa_schultz,221153484,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215670640931373056,https://twitter.com/AOC/status/1215670640931373056,Fri Jan 10 16:24:01 +0000 2020,2020-01-10 16:24:01+00:00,AOC,"RT @TelemundoNews: La representante demócrata @AOC asegura que quienes dicen que Estados Unidos ""tiene dinero para una guerra"" pero no para…",retweet,,,,,0,,,,es,,,295,1215652136408821761,TelemundoNews,152142811,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215645774224203780,https://twitter.com/AOC/status/1215645774224203780,Fri Jan 10 14:45:12 +0000 2020,2020-01-10 14:45:12+00:00,AOC,"The people who tell you we DO have war money but DON’T have healthcare money, tuition-free money, infrastructure money, or Green New Deal money are playing games with you.",original,,,,,174869,,,,en,,,37472,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215345610599084035,https://twitter.com/AOC/status/1215345610599084035,Thu Jan 09 18:52:28 +0000 2020,2020-01-09 18:52:28+00:00,AOC,RT @justinamash: Sarah Sanders can’t think of anything dumber than the Constitution.,retweet,,,,,0,,,,en,,,24302,1215314320608956416,justinamash,233842454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
1215315346204385283,https://twitter.com/AOC/status/1215315346204385283,Thu Jan 09 16:52:12 +0000 2020,2020-01-09 16:52:12+00:00,AOC,How about “I am a Republican and will be voting Democrat because Trump is an authoritarian threat to our collective wellbeing.” https://t.co/yBCwseMqfy,quote,,,,https://twitter.com/washingtonpost/status/1215028171835367424,167957,,,,en,,False,24876,1215028171835367424,washingtonpost,2467791,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",138203134,Wed Apr 28 22:38:40 +0000 2010,False,"US Representative,NY-14 (BX & Queens). In a modern, moral, & wealthy society, no American should be too poor to live. 💯% People-Funded, no lobbyist💰. She/her.",19344,6141223,1916,15703,"Bronx + Queens, NYC",Alexandria Ocasio-Cortez,9579,,http://www.Ocasio2018.com/,True
